CustomerID,Recency,Frequency,MonetaryValue,Recency_log,Frequency_log,MonetaryValue_log
12462,19,62,1189.59,2.9444389791664403,4.127134385045092,7.081363988923659
12463,53,83,1344.78,3.970291913552122,4.418840607796598,7.203985709883875
12464,10,29,1212.05,2.302585092994046,3.367295829986474,7.100068419903744
12465,17,47,742.1899999999999,2.833213344056216,3.8501476017100584,6.60960527507844
12468,188,38,729.5400000000001,5.236441962829949,3.6375861597263857,6.592414198536382
12471,2,460,19824.05,0.6931471805599453,6.131226489483141,9.894651126061062
12472,32,339,6572.11,3.4657359027997265,5.82600010738045,8.79059021669207
12473,29,168,3938.5499999999997,3.367295829986474,5.123963979403259,8.278567914251319
12474,17,424,7375.79,2.833213344056216,6.049733455231958,8.905958294115296
12475,54,36,723.38,3.9889840465642745,3.58351893845611,6.583934671914352
12476,16,233,6816.42,2.772588722239781,5.4510384535657,8.827089686329044
12477,23,300,13219.74,3.1354942159291497,5.703782474656201,9.489466446041323
12478,4,36,680.99,1.3862943611198906,3.58351893845611,6.5235476217538855
12479,11,31,527.2,2.3978952727983707,3.4339872044851463,6.2675799831882975
12480,28,154,3281.63,3.332204510175204,5.0369526024136295,8.096095529158339
12481,23,217,5596.32,3.1354942159291497,5.37989735354046,8.629864517853091
12483,17,75,2484.98,2.833213344056216,4.31748811353631,7.818019890208603
12484,33,346,4541.72,3.4965075614664802,5.846438775057725,8.421061073913652
12488,10,55,1298.66,2.302585092994046,4.007333185232471,7.169088242610914
12489,336,15,334.93,5.817111159963204,2.70805020110221,5.813921554767002
12490,5,245,5417.93,1.6094379124341003,5.501258210544727,8.597469102664936
12491,39,26,460.40000000000003,3.6635616461296463,3.258096538021482,6.132095676847728
12492,63,20,263.21000000000004,4.143134726391533,2.995732273553991,5.572952192650384
12493,166,22,433.74,5.111987788356544,3.091042453358316,6.072445276240261
12494,16,77,1246.1000000000001,2.772588722239781,4.343805421853684,7.127773952948822
12497,82,14,1043.1,4.406719247264253,2.6390573296152584,6.949952327681926
12498,21,23,403.70000000000005,3.044522437723423,3.1354942159291497,6.000672027858895
12500,23,61,4257.82,3.1354942159291497,4.110873864173311,8.356512571192102
12501,337,149,2169.39,5.820082930352362,5.003946305945459,7.682201301026026
12502,96,147,3723.87,4.564348191467836,4.990432586778736,8.222518729087312
12504,18,9,482.04999999999995,2.8903717578961645,2.1972245773362196,6.178047843110389
12506,233,23,73.5,5.4510384535657,3.1354942159291497,4.297285406218791
12507,134,21,1304.81,4.897839799950911,3.044522437723423,7.173812715287245
12508,26,69,398.27,3.258096538021482,4.23410650459726,5.987130167240427
12509,284,7,176.5,5.648974238161206,1.9459101490553132,5.173320876373351
12510,143,33,982.5699999999999,4.962844630259907,3.4965075614664802,6.89017158802482
12512,66,34,138.03,4.189654742026425,3.5263605246161616,4.927471052835487
12513,113,35,612.29,4.727387818712341,3.5553480614894135,6.417206026487077
12514,267,51,1017.68,5.58724865840025,3.9318256327243257,6.925280805847955
12515,353,16,383.7,5.8664680569332965,2.772588722239781,5.949860997252907
12516,78,26,1312.06,4.356708826689592,3.258096538021482,7.179353700165689
12517,28,284,2502.84,3.332204510175204,5.648974238161206,7.825181366096544
12518,1,124,2056.89,0.0,4.820281565605037,7.62895041228724
12519,64,18,340.84,4.1588830833596715,2.8903717578961645,5.831413158959755
12520,79,152,2634.26,4.3694478524670215,5.0238805208462765,7.876357586619343
12521,143,38,599.68,4.962844630259907,3.6375861597263857,6.396396179610003
12522,39,12,192.72,3.6635616461296463,2.4849066497880004,5.261238358306616
12523,19,106,1789.77,2.9444389791664403,4.663439094112067,7.489842398958934
12524,9,144,4485.72,2.1972245773362196,4.969813299576001,8.40865429672557
12526,1,71,1316.66,0.0,4.2626798770413155,7.1828535059231005
12527,82,18,348.71000000000004,4.406719247264253,2.8903717578961645,5.85424063121706
12528,9,92,1933.48,2.1972245773362196,4.5217885770490405,7.567076767057985
12530,60,66,1662.28,4.0943445622221,4.189654742026425,7.415945432946445
12531,15,17,125.22,2.70805020110221,2.833213344056216,4.830072190317164
12532,30,16,349.83000000000004,3.4011973816621555,2.772588722239781,5.857447322200351
12534,131,63,1089.18,4.875197323201151,4.143134726391533,6.993180398530395
12535,92,34,716.35,4.5217885770490405,3.5263605246161616,6.574168874339382
12536,43,261,12601.830000000002,3.7612001156935624,5.564520407322694,9.441597320488777
12538,29,21,363.95,3.367295829986474,3.044522437723423,5.897016495564267
12539,22,273,5568.35,3.091042453358316,5.60947179518496,8.624854059234101
12540,20,478,13400.24,2.995732273553991,6.169610732491456,9.503027896226374
12541,30,52,981.18,3.4011973816621555,3.9512437185814275,6.888755928972354
12544,36,19,372.7,3.58351893845611,2.9444389791664403,5.9207738064852125
12545,75,50,1000.39,4.31748811353631,3.912023005428146,6.908145202951904
12546,47,69,1161.5,3.8501476017100584,4.23410650459726,7.057467552210464
12547,198,8,207.79999999999998,5.288267030694535,2.0794415416798357,5.336576078665127
12548,166,5,95.19999999999999,5.111987788356544,1.6094379124341003,4.55597994179732
12550,79,57,964.83,4.3694478524670215,4.04305126783455,6.871951920016859
12551,358,10,168.0,5.8805329864007,2.302585092994046,5.123963979403259
12552,39,20,437.82,3.6635616461296463,2.995732273553991,6.081807867005583
12553,8,191,3692.28,2.0794415416798357,5.25227342804663,8.213999432400366
12556,50,121,603.71,3.912023005428146,4.795790545596741,6.403093950183991
12557,16,33,11990.960000000001,2.772588722239781,3.4965075614664802,9.391908311538659
12558,8,11,269.96,2.0794415416798357,2.3978952727983707,5.598273799875206
12559,311,21,561.71,5.739792912179234,3.044522437723423,6.330985702477653
12560,5,105,2134.01,1.6094379124341003,4.653960350157523,7.665758117886333
12561,303,16,238.85,5.713732805509369,2.772588722239781,5.475835739835971
12562,8,168,3781.7400000000002,2.0794415416798357,5.123963979403259,8.23793950016037
12564,261,21,456.9,5.564520407322694,3.044522437723423,6.124464548569226
12565,289,9,145.92,5.666426688112432,2.1972245773362196,4.983058526326021
12566,86,19,351.65,4.454347296253507,2.9444389791664403,5.862636362754027
12567,23,446,9401.28,3.1354942159291497,6.100318952020064,9.14860112920054
12569,2,188,4124.69,0.6931471805599453,5.236441962829949,8.324746144429612
12571,40,34,519.61,3.6888794541139363,3.5263605246161616,6.253078530184769
12572,9,60,1020.42,2.1972245773362196,4.0943445622221,6.927969586232377
12573,227,28,160.54000000000002,5.424950017481403,3.332204510175204,5.078543132703431
12574,316,11,218.45,5.755742213586912,2.3978952727983707,5.386557155397445
12576,36,88,1315.83,3.58351893845611,4.477336814478207,7.182222924209587
12577,35,147,657.8,3.5553480614894135,4.990432586778736,6.488900933754956
12578,21,114,2794.51,3.044522437723423,4.736198448394496,7.935412057161035
12579,78,29,440.42,4.356708826689592,3.367295829986474,6.087728817078046
12580,247,24,415.7,5.5093883366279774,3.1780538303479458,6.029963846258592
12581,40,15,197.71,3.6888794541139363,2.70805020110221,5.286801310586789
12582,239,22,511.36,5.476463551931511,3.091042453358316,6.237073843137855
12583,3,247,7281.38,1.0986122886681098,5.5093883366279774,8.893075683665982
12584,4,96,2338.15,1.3862943611198906,4.564348191467836,7.7571152973735025
12585,234,87,2040.1,5.455321115357702,4.465908118654584,7.620754105244684
12586,17,11,196.94000000000003,2.833213344056216,2.3978952727983707,5.282899113819656
12587,8,4,144.0,2.0794415416798357,1.3862943611198906,4.969813299576001
12588,39,10,214.89999999999998,3.6635616461296463,2.302585092994046,5.370172803648464
12589,29,35,646.68,3.367295829986474,3.5553480614894135,6.4718515817334055
12590,211,68,9864.26,5.351858133476067,4.219507705176107,9.196673402972065
12591,317,26,452.84999999999997,5.75890177387728,3.258096538021482,6.115560944820958
12592,92,18,437.6,4.5217885770490405,2.8903717578961645,6.081305251107771
12593,109,21,418.09999999999997,4.6913478822291435,3.044522437723423,6.035720638362519
12594,38,118,3338.2200000000003,3.6375861597263857,4.770684624465665,8.11319300977914
12596,51,27,618.27,3.9318256327243257,3.295836866004329,6.426925255251526
12597,19,206,3811.22,2.9444389791664403,5.327876168789581,8.245704626838227
12598,10,132,3023.08,2.302585092994046,4.882801922586371,8.014031458207002
12599,29,62,1032.58,3.367295829986474,4.127134385045092,6.9398158036738185
12600,29,64,2599.04,3.367295829986474,4.1588830833596715,7.862897425057878
12601,190,28,577.0600000000001,5.247024072160486,3.332204510175204,6.3579462472370984
12602,59,12,153.12,4.07753744390572,2.4849066497880004,5.031221927704644
12603,22,2,739.1999999999999,3.091042453358316,0.6931471805599453,6.605568520327474
12604,79,16,254.18,4.3694478524670215,2.772588722239781,5.538042677453924
12607,60,101,1579.51,4.0943445622221,4.61512051684126,7.364869951339541
12609,78,60,1126.85,4.356708826689592,4.0943445622221,7.027181408464674
12610,23,106,2099.54,3.1354942159291497,4.663439094112067,7.649473552098033
12611,52,65,1193.32,3.9512437185814275,4.174387269895637,7.084494617479859
12612,74,19,704.0400000000001,4.30406509320417,2.9444389791664403,6.556835172725769
12613,57,153,3344.38,4.04305126783455,5.030437921392435,8.115036604112106
12614,278,20,315.6,5.627621113690637,2.995732273553991,5.75447558897172
12615,2,105,2291.19,0.6931471805599453,4.653960350157523,7.7368266122316625
12616,95,32,713.3,4.553876891600541,3.4657359027997265,6.5699020892839926
12617,29,42,355.53,3.367295829986474,3.7376696182833684,5.873609633868467
12618,22,11,177.31,3.091042453358316,2.3978952727983707,5.177899613068897
12619,16,90,3641.24,2.772588722239781,4.499809670330265,8.200079561960226
12620,15,92,1339.41,2.70805020110221,4.5217885770490405,7.199984497477645
12621,2,467,13689.67,0.6931471805599453,6.1463292576688975,9.524396812805692
12622,232,11,180.1,5.44673737166631,2.3978952727983707,5.19351225218191
12623,276,18,305.1,5.62040086571715,2.8903717578961645,5.720639591722624
12624,106,38,641.13,4.663439094112067,3.6375861597263857,6.463232244470209
12625,212,86,2683.82,5.356586274672012,4.454347296253507,7.8949964317592185
12626,23,294,6620.48,3.1354942159291497,5.683579767338681,8.797923153855379
12627,11,230,4478.53,2.3978952727983707,5.438079308923196,8.407050146564243
12628,4,41,786.46,1.3862943611198906,3.713572066704308,6.667541862972333
12630,10,64,1270.88,2.302585092994046,4.1588830833596715,7.147464852884822
12631,57,31,640.5,4.04305126783455,3.4339872044851463,6.4622491213367885
12633,59,101,2163.98,4.07753744390572,4.61512051684126,7.679704397779486
12635,90,101,1689.18,4.499809670330265,4.61512051684126,7.431998483065471
12637,67,390,6021.9,4.204692619390966,5.966146739123692,8.703158103124991
12638,33,39,671.69,3.4965075614664802,3.6635616461296463,6.509796924563367
12639,239,22,486.1,5.476463551931511,3.091042453358316,6.1864143640514095
12640,24,53,1174.58,3.1780538303479458,3.970291913552122,7.068665915870411
12641,115,10,185.9,4.74493212836325,2.302585092994046,5.225208894727398
12642,25,47,1013.26,3.2188758248682006,3.8501476017100584,6.920928134692384
12643,128,24,3344.64,4.852030263919617,3.1780538303479458,8.115114343452138
12644,130,31,477.91,4.867534450455582,3.4339872044851463,6.169422430244873
12645,34,73,1775.18,3.5263605246161616,4.290459441148391,7.481657105218731
12646,5,45,1346.97,1.6094379124341003,3.8066624897703196,7.205612904447424
12647,22,121,3722.82,3.091042453358316,4.795790545596741,8.222236724597543
12648,155,21,318.05,5.043425116919247,3.044522437723423,5.762208603124813
12649,107,31,623.51,4.672828834461906,3.4339872044851463,6.435364803483858
12650,3,20,314.44,1.0986122886681098,2.995732273553991,5.750793278925555
12651,335,9,114.0,5.814130531825066,2.1972245773362196,4.736198448394496
12652,331,48,919.98,5.802118375377063,3.871201010907891,6.824351930676353
12653,149,43,2209.85,5.003946305945459,3.7612001156935624,7.700679918905134
12654,11,38,601.98,2.3978952727983707,3.6375861597263857,6.400224222165576
12656,17,126,4051.17,2.833213344056216,4.836281906951478,8.306761007269113
12657,11,47,1643.18,2.3978952727983707,3.8501476017100584,7.404388667727291
12658,19,36,686.05,2.9444389791664403,3.58351893845611,6.530950511367184
12659,30,5,91.68,3.4011973816621555,1.6094379124341003,4.51830425296643
12660,11,13,245.1,2.3978952727983707,2.5649493574615367,5.501666290534067
12662,1,230,3849.78,0.0,5.438079308923196,8.255771282791972
12664,8,37,4881.88,2.0794415416798357,3.6109179126442243,8.493285670560683
12665,325,3,63.0,5.783825182329737,1.0986122886681098,4.143134726391533
12667,58,33,620.13,4.060443010546419,3.4965075614664802,6.429929133479254
12668,12,161,3807.15,2.4849066497880004,5.081404364984463,8.244636156709525
12669,151,101,2744.0299999999997,5.017279836814924,4.61512051684126,7.9171829217306176
12670,10,92,2996.05,2.302585092994046,4.5217885770490405,8.00505003341641
12672,330,10,225.89999999999998,5.799092654460526,2.302585092994046,5.420092423473958
12673,5,42,610.52,1.6094379124341003,3.7376696182833684,6.414311053046921
12674,39,83,1970.6,3.6635616461296463,4.418840607796598,7.586093343888374
12676,25,45,1331.39,3.2188758248682006,3.8066624897703196,7.1939787882476045
12678,42,165,17628.46,3.7376696182833684,5.10594547390058,9.777269920470516
12679,59,48,1113.02,4.07753744390572,3.871201010907891,7.014832320566028
12680,1,52,862.81,0.0,3.9512437185814275,6.7601945046193705
12681,15,638,13787.54,2.70805020110221,6.45833828334479,9.531520564736153
12682,4,525,12288.22,1.3862943611198906,6.263398262591624,9.416396358873019
12683,4,344,8476.57,1.3862943611198906,5.840641657373398,9.045061165829315
12684,8,105,2283.63,2.0794415416798357,4.653960350157523,7.733521561155678
12685,28,157,2863.08,3.332204510175204,5.056245805348308,7.959653247425154
12686,372,7,89.14,5.918893854273146,1.9459101490553132,4.49020816751841
12688,114,171,4873.8099999999995,4.736198448394496,5.14166355650266,8.491631251069965
12689,26,72,1247.61,3.258096538021482,4.276666119016055,7.128985000091073
12690,206,16,389.01,5.327876168789581,2.772588722239781,5.963605050228902
12691,28,32,1035.8,3.332204510175204,3.4657359027997265,6.942929353989791
12693,127,39,855.91,4.844187086458591,3.6635616461296463,6.7521652304272095
12694,70,37,869.67,4.248495242049359,3.6109179126442243,6.7681138293474365
12695,7,27,582.1,1.9459101490553132,3.295836866004329,6.36664225427769
12697,29,41,957.59,3.367295829986474,3.713572066704308,6.8644197114156364
12700,8,268,4939.99,2.0794415416798357,5.5909869805108565,8.505118585888422
12701,80,53,797.71,4.382026634673881,3.970291913552122,6.681745122879627
12702,20,12,219.0,2.995732273553991,2.4849066497880004,5.389071729816501
12703,71,21,283.55,4.2626798770413155,3.044522437723423,5.647388474460037
12704,7,88,2340.84,1.9459101490553132,4.477336814478207,7.758265118294841
12705,15,334,6868.29,2.70805020110221,5.811140992976701,8.83467044593664
12707,292,33,603.42,5.676753802268282,3.4965075614664802,6.402613471684444
12708,30,157,2712.91,3.4011973816621555,5.056245805348308,7.905777138500124
12709,15,208,9736.52,2.70805020110221,5.337538079701318,9.18363904326575
12710,97,77,1149.02,4.574710978503383,4.343805421853684,7.046664684137649
12712,29,133,4396.13,3.367295829986474,4.890349128221754,8.388479887424749
12713,1,38,848.55,0.0,3.6375861597263857,6.743529010457275
12714,9,259,4708.86,2.1972245773362196,5.556828061699537,8.457201119497926
12715,106,21,353.86,4.663439094112067,3.044522437723423,5.868901354684857
12716,4,69,1053.49,1.3862943611198906,4.23410650459726,6.959863741030232
12717,151,55,1030.98,5.017279836814924,4.007333185232471,6.938265085186709
12718,71,19,238.25,4.2626798770413155,2.9444389791664403,5.473320542534312
12719,5,39,644.95,1.6094379124341003,3.6635616461296463,6.469172794411145
12720,3,354,5781.73,1.0986122886681098,5.869296913133774,8.66245822484121
12721,32,161,2656.13,3.4657359027997265,5.081404364984463,7.884625455181651
12722,85,53,997.63,4.442651256490317,3.970291913552122,6.905382466086884
12723,4,69,725.07,1.3862943611198906,4.23410650459726,6.586268201917995
12724,5,53,1031.41,1.6094379124341003,3.970291913552122,6.9386820771292905
12725,371,24,427.8,5.916202062607435,3.1780538303479458,6.0586557966483054
12726,28,124,2609.1,3.332204510175204,4.820281565605037,7.866760613263829
12727,11,139,3980.7,2.3978952727983707,4.9344739331306915,8.2892129622105
12728,71,46,836.33,4.2626798770413155,3.828641396489095,6.729023272038716
12729,114,26,453.01,4.736198448394496,3.258096538021482,6.115914200294571
12731,24,274,18895.91,3.1780538303479458,5.6131281063880705,9.846700775513016
12732,180,12,236.26000000000002,5.19295685089021,2.4849066497880004,5.464932893520374
12733,234,22,383.95,5.455321115357702,3.091042453358316,5.950512335776552
12734,353,4,110.39999999999999,5.8664680569332965,1.3862943611198906,4.7041101338429945
12735,315,43,779.5699999999999,5.752572638825633,3.7612001156935624,6.658742485620535
12736,333,4,234.0,5.808142489980444,1.3862943611198906,5.455321115357702
12738,372,11,155.35,5.918893854273146,2.3978952727983707,5.045680635839056
12739,78,38,1013.04,4.356708826689592,3.6375861597263857,6.920710990142353
12740,64,27,427.6,4.1588830833596715,3.295836866004329,6.05818817915089
12743,134,134,546.43,4.897839799950911,4.897839799950911,6.30340621158099
12744,52,222,21279.29,3.9512437185814275,5.402677381872279,9.965489578237314
12747,2,103,4196.01,0.6931471805599453,4.634728988229636,8.341889352735464
12748,1,4595,33719.73,0.0,8.432724034789787,10.425838404966298
12749,4,199,4090.88,1.3862943611198906,5.293304824724492,8.316515384817691
12750,129,15,275.88,4.859812404361672,2.70805020110221,5.619965988563091
12752,81,53,4366.78,4.394449154672439,3.970291913552122,8.381781174382802
12753,23,197,21429.39,3.1354942159291497,5.2832037287379885,9.972518623293478
12754,236,63,3010.74,5.4638318050256105,4.143134726391533,8.009941174703537
12755,281,4,3811.95,5.638354669333745,1.3862943611198906,8.24589614821378
12756,87,4,112.07999999999998,4.465908118654584,1.3862943611198906,4.719212902028751
12757,16,371,7857.1,2.772588722239781,5.916202062607435,8.969172860598965
12758,117,97,2791.59,4.762173934797756,4.574710978503383,7.934366604961484
12759,52,95,1531.44,3.9512437185814275,4.553876891600541,7.333963748228201
12762,8,69,1898.52,2.0794415416798357,4.23410650459726,7.548829914248973
12763,138,18,494.08,4.927253685157205,2.8903717578961645,6.202697447396357
12764,317,45,1693.88,5.75890177387728,3.8066624897703196,7.434777034450196
12766,4,310,6989.63,1.3862943611198906,5.736572297479192,8.852182901065781
12769,239,32,1143.6,5.476463551931511,3.4657359027997265,7.041936460448157
12770,211,12,1351.45,5.351858133476067,2.4849066497880004,7.208933369101689
12772,60,55,892.47,4.0943445622221,4.007333185232471,6.793992899643471
12775,17,66,1386.04,2.833213344056216,4.189654742026425,7.234206039362266
12778,20,50,822.23,2.995732273553991,3.912023005428146,6.712020161270761
12779,38,149,3981.36,3.6375861597263857,5.003946305945459,8.28937874845213
12781,64,25,826.74,4.1588830833596715,3.2188758248682006,6.717490256233867
12782,5,103,2330.92,1.6094379124341003,4.634728988229636,7.754018318412491
12783,2,84,2225.91,0.6931471805599453,4.430816798843313,7.707921099751278
12784,9,59,574.42,2.1972245773362196,4.07753744390572,6.353360836069354
12785,364,14,311.95,5.8971538676367405,2.6390573296152584,5.7428429185567955
12787,10,20,463.66,2.302585092994046,2.995732273553991,6.139151525006747
12789,65,4,91.85,4.174387269895637,1.3862943611198906,4.520156811661135
12790,192,21,324.92,5.2574953720277815,3.044522437723423,5.783578998182753
12791,374,2,192.60000000000002,5.924255797414532,0.6931471805599453,5.260615499364025
12792,257,25,400.53999999999996,5.54907608489522,3.2188758248682006,5.992813636677277
12793,335,24,545.48,5.814130531825066,3.1780538303479458,6.301666140989633
12794,53,45,860.41,3.970291913552122,3.8066624897703196,6.757409019827197
12795,19,14,430.48,2.9444389791664403,2.6390573296152584,6.064900865181165
12797,366,13,254.03,5.902633333401366,2.5649493574615367,5.537452370280293
12798,10,8,6977.04,2.302585092994046,2.0794415416798357,8.850380037045921
12802,187,25,427.58,5.231108616854587,3.2188758248682006,6.058141405372262
12808,37,28,483.65000000000003,3.6109179126442243,3.332204510175204,6.181361504628556
12809,178,25,489.31,5.181783550292085,3.2188758248682006,6.192996235445731
12811,261,31,514.85,5.564520407322694,3.4339872044851463,6.24387559610276
12812,45,15,229.64000000000001,3.8066624897703196,2.70805020110221,5.436512865299436
12814,102,2,125.92,4.624972813284271,0.6931471805599453,4.835646784669093
12815,148,47,1063.46,4.997212273764115,3.8501476017100584,6.969283022273341
12816,96,29,572.2,4.564348191467836,3.367295829986474,6.34948858061601
12817,281,4,166.04,5.638354669333745,1.3862943611198906,5.112228723184838
12818,262,14,1542.08,5.568344503761097,2.6390573296152584,7.340887433451968
12820,3,59,942.34,1.0986122886681098,4.07753744390572,6.848366143637881
12821,214,6,92.72,5.365976015021851,1.791759469228055,4.529584199031496
12822,71,46,948.88,4.2626798770413155,3.828641396489095,6.85528234172102
12823,75,5,1759.5,4.31748811353631,1.6094379124341003,7.47278495676164
12824,60,25,397.12,4.0943445622221,3.2188758248682006,5.984238502016242
12826,3,91,1474.72,1.0986122886681098,4.51085950651685,7.296223420245354
