,n_Recency,n_Frequency,n_MonetaryValue,n_Recency_log,n_Frequency_log,n_MonetaryValue_log
22,0.19034852546916892,0.00650012745347948,0.004619127461030204,0.7218908611073952,0.4405992077176847,0.5210392619629278
23,0.8310991957104558,0.0016568952332398675,0.001287819688255916,0.9688631126772409,0.294278625001519,0.4078808542351056
24,0.064343163538874,0.004078511343359674,0.0026380228825412444,0.5433384267899074,0.38989203680761936,0.4713126064669188
25,0.026809651474530828,0.002039255671679837,0.001619365895929394,0.40475890218056787,0.31592876663515673,0.42810769786152153
26,0.8418230563002681,0.009686464440479225,0.005797133620651966,0.9710202995178187,0.4843733678963329,0.5412299712851856
27,0.34584450402144773,0.027784858526637778,0.014292782139131134,0.8216280013735859,0.6009299611979859,0.6215239690300953
28,0.21715817694369974,0.004970685699719602,0.0030281339262526316,0.7438435135072048,0.4113432328168726,0.48354502185518927
29,0.05630026809651474,0.01312770838643895,0.009711056230914903,0.5217604639400126,0.5178913517457182,0.5871214830263318
30,0.010723860589812333,0.010960999235279123,0.006572252251917873,0.2716692133949537,0.49798891664562234,0.5523889995866738
31,0.4932975871313673,0.012490440989039002,0.0065909887168294524,0.8811833930865368,0.5123971866923913,0.5526421747158246
32,0.07506702412868632,0.0033137904664797347,0.0020753579191203552,0.5683913634276277,0.3675154496543158,0.45005626583403596
33,0.903485254691689,0.0011470813153199083,0.0014209378103896158,0.9829160141978198,0.25675894476080535,0.4165608191287355
34,0.040214477211796246,0.012617894468518992,0.009910376529069518,0.46800624703777916,0.5135178895216107,0.5889295803646077
35,0.21179624664879357,0.003951057863879684,0.0019489135473456372,0.7396754604327329,0.3864607201401681,0.4444914290701077
36,0.05630026809651474,0.012617894468518992,0.0016314642989865855,0.5217604639400126,0.5135178895216107,0.4287655869083608
37,0.19034852546916892,0.008029569207239358,0.005634679547742422,0.7218908611073952,0.46375286416820166,0.5387029607529015
38,0.16890080428954424,0.0033137904664797347,0.004527907643289256,0.7020093705566688,0.3675154496543158,0.5192669820806555
39,0.04825737265415549,0.01975528931939842,0.010759655872880688,0.49701415331381443,0.5631043576024566,0.5962471935872293
40,0.09383378016085792,0.015931684934998726,0.008587189532761458,0.6048892993479504,0.5392889247710629,0.5761770300315057
41,0.12064343163538874,0.010706092276319143,0.0058240427531154534,0.6462653753337243,0.49539556736792845,0.5416417172703301
42,0.3163538873994638,0.007392301809839409,0.003943222872534187,0.8067044463537915,0.4546820938367863,0.506984810205904
43,0.8096514745308311,0.0005098139179199592,0.00028747090450052386,0.964464229921159,0.17946680073277171,0.27737995930272
44,0.8632707774798928,0.0012745347947998981,0.0007917494744064707,0.9752536893738017,0.26738688692284746,0.36510259000118966
45,0.13136729222520108,0.0005098139179199592,0.0015130141522408079,0.6603399885493523,0.17946680073277171,0.42210540564724824
46,0.3967828418230563,0.006755034412439459,0.00609074294794257,0.8446539914986934,0.44480759368234946,0.5456229073338059
47,0.05630026809651474,0.01325516186591894,0.012175311784590467,0.5217604639400126,0.5189584315910291,0.6072494642847996
48,0.13136729222520108,0.009686464440479225,0.006082641657399849,0.6603399885493523,0.4843733678963329,0.5455045576238797
49,0.08579088471849866,0.01325516186591894,0.01029541980512863,0.5902019900950982,0.5189584315910291,0.5923218410436473
50,0.20911528150134048,0.013764975783838899,0.03950332022649209,0.7375521925258425,0.5231274776389376,0.7120671801973331
51,0.8257372654155496,0.0031863369869997455,0.002461007899757557,0.9677740923003181,0.36330706368965104,0.4651551765248742
52,0.19839142091152814,0.007647208768799389,0.004365168062342963,0.7287815147044379,0.45839940448734723,0.5160148935961388
53,0.1769436997319035,0.004715778740759622,0.0026921623440095614,0.7097419090556455,0.40562356921776194,0.47311391923248286
54,0.579088471849866,0.002166709151159827,0.001993773997619648,0.9081136158719477,0.32230244379757744,0.4465057538036487
55,0.06166219839142091,0.09087433086923274,0.44578789458058277,0.5364477731928649,0.7327125415214477,0.9280048472231257
56,0.005361930294906166,0.024343614580678054,0.013009709021986152,0.18544308791453043,0.5862580140529736,0.6131501977024387
57,0.3002680965147453,0.004205964822839664,0.002372678850888681,0.7979715900814868,0.39322091066319037,0.46191586480295294
58,0.16890080428954424,0.0035686974254397147,0.002129318938065705,0.7020093705566688,0.3754837667608504,0.4523292337101979
59,0.040214477211796246,0.005607953097119552,0.002866821885490078,0.46800624703777916,0.4244771005023156,0.4786887348428451
60,0.2546916890080429,0.004843232220239612,0.0028544022858915455,0.7704508967117544,0.4085200695463893,0.47830363764678446
61,0.0,0.015804231455518736,0.006622216158348752,0.0,0.5384004021983152,0.5530625414089425
62,0.4343163538873995,0.0036961509049197048,0.0062712197156718245,0.8598126709906382,0.37926409464557725,0.5482194974900227
63,0.2064343163538874,0.004460871781799643,0.002760327387783118,0.7354018758931627,0.3995945878256111,0.47533130193426415
64,0.5201072386058981,0.0036961509049197048,0.00206629303895361,0.8900695275286716,0.37926409464557725,0.44966867839861563
65,0.05630026809651474,0.003823604384399694,0.0029337735201074564,0.5217604639400126,0.38292045476557507,0.4807365296855243
66,0.06702412868632708,0.037343869487637016,0.028382032736565622,0.5499587879786323,0.6337702558597764,0.682615234426277
67,0.021447721179624665,0.012235534030079022,0.013371233573518158,0.37088617582906086,0.5101214139707961,0.6155903241730785
68,0.1126005361930295,0.0012745347947998981,0.0009016700685544052,0.6348814508203761,0.26738688692284746,0.3765070301705127
69,0.09383378016085792,0.029824114198317615,0.023139355723278042,0.6048892993479504,0.6087928822731495,0.6644256707049323
70,0.1126005361930295,0.013637522304358909,0.01804257331676863,0.6348814508203761,0.5220997377103831,0.6422684804634256
71,0.0,0.05340300790211573,0.047723096604463625,0.0,0.6735427196470963,0.7289073543091449
72,0.225201072386059,0.006245220494519501,0.002863609920076664,0.749908749454941,0.436225745493577,0.4785893001682316
73,0.21179624664879357,0.004460871781799643,0.02793032333392588,0.7396754604327329,0.3995945878256111,0.6811862204037469
74,0.26541554959785524,0.0019118021921998472,0.0018031973830904366,0.7773415503087971,0.30916857611213444,0.4376153879674734
75,0.002680965147453083,0.025235788937037984,0.01765745866370033,0.11700156175944479,0.5902510900590873,0.6403471994197627
76,0.034852546916890076,0.012362987509559012,0.010360729768534709,0.44546647205324885,0.5112651059750045,0.5928846321790315
77,0.9812332439678284,0.0012745347947998981,0.0006059908079973799,0.99681074720504,0.26738688692284746,0.34172806758436947
78,0.005361930294906166,0.001401988274279888,0.0006006732208129505,0.18544308791453043,0.2770894379408392,0.34095967920090653
79,0.05361930294906166,0.022304358908998217,0.01785035503102812,0.5139079982083345,0.5765554630349818,0.6413147089659494
80,0.05630026809651474,0.00038236043843996943,0.00046270146205453655,0.5217604639400126,0.15458428805606722,0.3182808427904351
81,0.15281501340482573,0.0071373948508794294,0.0035637113146870653,0.6853929251870725,0.45083657507450026,0.4979988901243632
82,0.6487935656836461,0.0031863369869997455,0.0016871383661524225,0.9272154395726521,0.36330706368965104,0.4317319693757737
83,0.11528150134048257,0.0026765230690797863,0.0015906366497316384,0.6387620256994574,0.3446790309508811,0.4265257139158037
84,0.05630026809651474,0.024216161101198064,0.014502166595581113,0.5217604639400126,0.5856757203387131,0.6228187919840935
85,0.4155495978552279,0.0008921743563599287,0.0006928209396733295,0.8524034376526075,0.23187643208410083,0.3534194419053448
86,0.026809651474530828,0.044991078256436404,0.03223303651323024,0.40475890218056787,0.6544793877495918,0.6939487478339994
87,0.04289544235924933,0.0026765230690797863,0.0015232567530591382,0.4782395360599873,0.3446790309508811,0.42270139392037115
88,0.35656836461126007,0.005353046138159572,0.002510115282078193,0.8267434708150904,0.41940763695467703,0.46690644301412537
89,0.14745308310991956,0.0017843487127198574,0.012578734640515225,0.6794695955721386,0.30197195061754367,0.6101512240520974
90,0.19302949061662197,0.011343359673719093,0.008790471254925951,0.7242191404059285,0.5017692445303492,0.5782588179261796
91,0.11528150134048257,0.015804231455518736,0.011339272875983481,0.6387620256994574,0.5384004021983152,0.6009172454154323
92,0.1742627345844504,0.007774662248279378,0.008420631281823663,0.707203551854543,0.4602125987936087,0.5744343144673134
93,0.18766756032171583,0.004715778740759622,0.003367745735964237,0.7195300174076948,0.40562356921776194,0.49297807283199296
94,0.24932975871313673,0.004333418302319653,0.0029376278786035527,0.7668971323373295,0.3964532817062571,0.48085299944464316
95,0.04825737265415549,0.007774662248279378,0.004232085628713856,0.49701415331381443,0.4602125987936087,0.5132643180093825
96,0.13941018766756033,0.010451185317359165,0.0047859355315001545,0.6701756388177633,0.49274046591206005,0.5241916853500497
97,0.02412868632707775,0.0035686974254397147,0.004312242010030824,0.3886707751543986,0.3754837667608504,0.5149311531069249
98,0.04289544235924933,0.005862860056079531,0.002635381933201326,0.4782395360599873,0.42932608154037777,0.47122379923359453
99,0.5013404825737265,0.004715778740759622,0.0025902359748905673,0.8838986940967742,0.40562356921776194,0.46969182588592356
100,0.002680965147453083,0.058501147081315326,0.0707356867594256,0.11700156175944479,0.6836868910161311,0.7639688566632505
101,0.08310991957104558,0.04307927606423655,0.02344149460316649,0.585007808797224,0.6496514045447315,0.665581074884684
102,0.07506702412868632,0.0212847310731583,0.014042712787444582,0.5683913634276277,0.5713680629423582,0.6199524885170244
103,0.04289544235924933,0.05391282182003569,0.026309708340335712,0.4782395360599873,0.6745996848393194,0.6758620377640023
104,0.14209115281501342,0.004460871781799643,0.0025682518560609805,0.6733308255030361,0.3995945878256111,0.46893617752649513
105,0.040214477211796246,0.029569207239357635,0.02431340045888993,0.46800624703777916,0.607839808155885,0.6688337050821687
106,0.058981233243967826,0.038108590364516956,0.04716589198224553,0.5292638135742795,0.6360230394063826,0.7278610463608419
107,0.00804289544235925,0.004460871781799643,0.0024169682850891964,0.23400312351888958,0.3995945878256111,0.46355481870559906
108,0.026809651474530828,0.003823604384399694,0.0018681147729459864,0.40475890218056787,0.38292045476557507,0.440744403128111
109,0.07238605898123324,0.01950038236043844,0.01169826354368935,0.5624680338126937,0.5616655119243665,0.6036915621018291
110,0.058981233243967826,0.027529951567677798,0.01995904601343879,0.5292638135742795,0.5999069357390605,0.6512580924754843
111,0.04289544235924933,0.009431557481519246,0.008855138825249345,0.4782395360599873,0.48143875135031533,0.578911004208009
112,0.08579088471849866,0.04397145042059648,0.016195336319009834,0.5902019900950982,0.6519304997934157,0.6326506882076635
113,0.02412868632707775,0.006882487891919449,0.004621340148315001,0.3886707751543986,0.44685368765561917,0.5210818167136906
114,0.8981233243967829,0.0017843487127198574,0.0011819318951270452,0.9819142452461137,0.30197195061754367,0.4003168813503207
115,0.010723860589812333,0.031098648993117515,0.019322398779995607,0.2716692133949537,0.6134397626797427,0.6483711928369671
116,0.10187667560321716,0.0031863369869997455,0.0016297155622615048,0.6184003141337179,0.36330706368965104,0.4286707935531873
117,0.16621983914209115,0.002421616110119806,0.0009259739401825689,0.6993510861228649,0.33405108878883893,0.37884302894411576
118,0.44235924932975873,0.0026765230690797863,0.001534570009015273,0.8628911315050779,0.3446790309508811,0.4233550808527659
119,0.040214477211796246,0.009686464440479225,0.004433761368171642,0.46800624703777916,0.4843733678963329,0.5174001164731363
120,0.21715817694369974,0.0016568952332398675,0.003709284724923891,0.7438435135072048,0.294278625001519,0.5015536399664473
121,0.05361930294906166,0.0028039765485597754,0.0014273617412164435,0.5139079982083345,0.3496358022272921,0.41695904722875093
122,0.058981233243967826,0.007647208768799389,0.015182139673600787,0.5292638135742795,0.45839940448734723,0.6268984838265386
123,0.900804289544236,0.018863114963038493,0.007728845308783543,0.9824158728750987,0.5579850130462077,0.5668076052011504
124,0.2546916890080429,0.018608208004078513,0.013276551970831642,0.7704508967117544,0.5564781118317428,0.6149576961536805
125,0.045576407506702415,0.0010196278358399185,0.0017069811747064002,0.4878877375885056,0.2450102997695439,0.43276579562067924
126,0.6219839142091153,0.0028039765485597754,0.00024892731953955977,0.9201220608915378,0.3496358022272921,0.26516268364746887
127,0.35656836461126007,0.0025490695895997962,0.004643288578639993,0.8267434708150904,0.33949163085825734,0.5215028355023761
128,0.06702412868632708,0.008666836604639306,0.0014079828832221808,0.5499587879786323,0.4721409521120641,0.4157522717545907
129,0.7587131367292226,0.0007647208768799389,0.000616518916852458,0.9535331409265845,0.2169864809734854,0.3432301036026886
130,0.38069705093833783,0.004078511343359674,0.003493262206619525,0.8377161283997553,0.38989203680761936,0.4962263121731771
131,0.1742627345844504,0.004205964822839664,0.00047922523968132015,0.707203551854543,0.39322091066319037,0.321321331556437
132,0.3002680965147453,0.004333418302319653,0.0021717882585319524,0.7979715900814868,0.3964532817062571,0.45407824582786244
133,0.7131367292225201,0.00637267397399949,0.0036185645462472518,0.9431140128754468,0.4384339165199287,0.4993550508435581
134,0.9436997319034852,0.0019118021921998472,0.0013559847320294728,0.9902455696618543,0.30916857611213444,0.4124310501329537
135,0.2064343163538874,0.0031863369869997455,0.00466916274447027,0.7354018758931627,0.36330706368965104,0.5219966173276653
136,0.07238605898123324,0.036069334692837116,0.008918878494453312,0.5624680338126937,0.629911428152808,0.5795491951999152
137,0.0,0.015676777976038746,0.007327349632106833,0.0,0.5375047428216423,0.5620621814873981
138,0.16890080428954424,0.002166709151159827,0.001203023801341795,0.7020093705566688,0.32230244379757744,0.4018756360545854
139,0.20911528150134048,0.01924547540147846,0.009387896821820894,0.7375521925258425,0.5602078572738292,0.5841097359946499
140,0.38069705093833783,0.004715778740759622,0.0021267850542395672,0.8377161283997553,0.40562356921776194,0.4522237877485911
141,0.10187667560321716,0.001401988274279888,0.0006744056713030911,0.6184003141337179,0.2770894379408392,0.3510648217360522
142,0.04825737265415549,0.01338261534539893,0.006374038297405655,0.49701415331381443,0.5200153967832521,0.5496656472537771
143,0.021447721179624665,0.018225847565638543,0.015995480693286317,0.37088617582906086,0.5541788758816784,0.6315450650702101
144,0.0,0.008921743563599286,0.004685579456583274,0.0,0.47532714009674076,0.5223085005962473
145,0.21715817694369974,0.002166709151159827,0.001231110654456868,0.7438435135072048,0.32230244379757744,0.40390989371188407
146,0.021447721179624665,0.011598266632679072,0.006886917796918632,0.37088617582906086,0.5042200902833593,0.5565483455631286
147,0.1581769436997319,0.008284476166199338,0.005919045552343311,0.6911154248283737,0.46718418083565294,0.5430803596990441
148,0.03753351206434316,0.002039255671679837,0.00043350826529706555,0.45711230130948416,0.31592876663515673,0.3126416853977751
149,0.0777479892761394,0.0019118021921998472,0.0012351077669713383,0.574113863068929,0.30916857611213444,0.4041956562182984
150,0.3485254691689008,0.007902115727759368,0.0038737373540906716,0.8229214756946835,0.4619967807430293,0.505405885766707
151,0.24396782841823056,0.004205964822839664,0.00254316283733176,0.7632669370931692,0.39322091066319037,0.46806590383729346
152,0.1126005361930295,0.03313790466479735,0.04496066359490949,0.6348814508203761,0.6204940665303943,0.7235952155186951
153,0.07506702412868632,0.0025490695895997962,0.0012854999354573393,0.5683913634276277,0.33949163085825734,0.4077218413780575
154,0.05630026809651474,0.034667346418557225,0.019859225266090814,0.5217604639400126,0.6255065505198748,0.6508115882065328
155,0.05093833780160858,0.06079530971195514,0.04781006949015794,0.5056723369138433,0.6879670792967919,0.7290695675484731
156,0.0777479892761394,0.00650012745347948,0.0034883015044810304,0.574113863068929,0.4405992077176847,0.4961001564939524
157,0.09383378016085792,0.002294162630639816,0.0013167273769766389,0.6048892993479504,0.3283314251897283,0.40983896109735957
158,0.19839142091152814,0.006245220494519501,0.003556859121805116,0.7287815147044379,0.436225745493577,0.49782802099939455
159,0.12332439678284182,0.008666836604639306,0.004131836619310756,0.6498955705778846,0.4721409521120641,0.5111348001714882
160,0.5281501340482574,0.0008921743563599287,0.0007282239362300668,0.8926466397690734,0.23187643208410083,0.3577785013233172
161,0.44235924932975873,0.0005098139179199592,0.00032637137450742274,0.8628911315050779,0.17946680073277171,0.2882161051551236
162,0.20911528150134048,0.0071373948508794294,0.003429950799470682,0.7375521925258425,0.45083657507450026,0.4946026764617472
163,0.9571045576407506,0.0011470813153199083,0.0005861836879479955,0.992619695619336,0.25675894476080535,0.3388316908274948
164,0.10187667560321716,0.002421616110119806,0.001549130918889415,0.6184003141337179,0.33405108878883893,0.42418942298849743
165,0.01876675603217158,0.024216161101198064,0.013163811984820823,0.3510046852783344,0.5856757203387131,0.6141985037067517
166,0.13136729222520108,0.015294417537598777,0.002141167521590742,0.6603399885493523,0.5347737738456949,0.45282065589603154
167,0.040214477211796246,0.004078511343359674,0.042780559914807254,0.46800624703777916,0.38989203680761936,0.7191672067667401
168,0.01876675603217158,0.0012745347947998981,0.0009500636807831713,0.3510046852783344,0.26738688692284746,0.3810995500696958
169,0.8310991957104558,0.0025490695895997962,0.001991275802298104,0.9688631126772409,0.33949163085825734,0.4463947689910955
170,0.010723860589812333,0.01325516186591894,0.007602579379531793,0.2716692133949537,0.5189584315910291,0.5653422799634169
171,0.8096514745308311,0.0019118021921998472,0.0008390367429928386,0.964464229921159,0.30916857611213444,0.37018854957116704
172,0.01876675603217158,0.0212847310731583,0.013483081346914142,0.3510046852783344,0.5713680629423582,0.6163319097014279
173,0.6970509383378016,0.0025490695895997962,0.0016172245856537848,0.9392775392566887,0.33949163085825734,0.42799074974634826
174,0.7721179624664879,0.0010196278358399185,0.00050738346980558,0.9564790721199746,0.2450102997695439,0.3262749787374918
175,0.22788203753351208,0.002294162630639816,0.0012416030748073523,0.7518830125798208,0.3283314251897283,0.404658074718313
176,0.058981233243967826,0.056716798368595465,0.03353837925724156,0.5292638135742795,0.6802404226409469,0.6974850207950236
177,0.002680965147453083,0.023833800662758094,0.014707018611947717,0.11700156175944479,0.583910369596445,0.6240676361462427
178,0.10455764075067024,0.004205964822839664,0.001841027197959531,0.6226738986732882,0.39322091066319037,0.4394521141053987
179,0.021447721179624665,0.007519755289319399,0.0036283431965058667,0.37088617582906086,0.45655623867361084,0.4995946600313013
180,0.6058981233243967,0.0034412439459597247,0.0005595600635212556,0.9157183961990573,0.37157076902955266,0.3347840370111356
181,0.8445040214477212,0.0012745347947998981,0.0007662321936221287,0.9715553160447321,0.26738688692284746,0.36223253753532986
182,0.09383378016085792,0.011088452714759113,0.0046826173107020145,0.6048892993479504,0.4992633190069483,0.5222523066530544
183,0.09115281501340483,0.018608208004078513,0.002334206642936904,0.6001341236887578,0.5564781118317428,0.46046729812656056
184,0.05361930294906166,0.014402243181238849,0.009959805107931496,0.5139079982083345,0.5281287191025339,0.5893723427144417
185,0.2064343163538874,0.0035686974254397147,0.0015584099300837212,0.7354018758931627,0.3754837667608504,0.42471706520344027
186,0.6595174262734584,0.0029314300280397654,0.0014701879467286256,0.929971379533002,0.3543815819688728,0.4195693715434247
187,0.10455764075067024,0.0017843487127198574,0.0006922142350952403,0.6226738986732882,0.30197195061754367,0.35334285019373485
188,0.6380697050938338,0.0026765230690797863,0.0018115841816699057,0.924413755787107,0.3446790309508811,0.43802586520622705
189,0.005361930294906166,0.03135355595207749,0.02597277316846862,0.18544308791453043,0.6143463448513458,0.6747140110067198
190,0.00804289544235925,0.012108080550599032,0.008331124512303202,0.23400312351888958,0.50896587002494,0.5734835248558081
191,0.6246648793565683,0.010960999235279123,0.007267428632894372,0.9208449638076932,0.49798891664562234,0.561331772085299
192,0.04289544235924933,0.0012745347947998981,0.000689466220241542,0.4782395360599873,0.26738688692284746,0.35299510807124534
193,0.01876675603217158,0.00038236043843996943,0.0005005312769236309,0.3510046852783344,0.15458428805606722,0.32509463762765806
194,0.10187667560321716,0.0011470813153199083,0.0007535627744914414,0.6184003141337179,0.25675894476080535,0.36077245502467986
195,0.07506702412868632,0.004333418302319653,0.0022945210258289482,0.5683913634276277,0.3964532817062571,0.45894795448172393
196,0.5630026809651475,0.008539383125159318,0.03519068564291074,0.9033806635783229,0.470513054691224,0.7017689550791708
197,0.8471849865951743,0.0031863369869997455,0.0016027707412934232,0.9720886421532615,0.36330706368965104,0.427197309986645
198,0.24396782841823056,0.002166709151159827,0.0015483457717883585,0.7632669370931692,0.32230244379757744,0.4241446326487139
199,0.289544235924933,0.0025490695895997962,0.0014787531878310619,0.7918881362746937,0.33949163085825734,0.42008238491112876
200,0.09919571045576407,0.014912057099158807,0.011900224791183883,0.6140157150732592,0.5319742378648199,0.6052151947003641
201,0.13404825737265416,0.0033137904664797347,0.0021931299842788566,0.6636826239745177,0.3675154496543158,0.454944369563082
202,0.04825737265415549,0.02612796329339791,0.013588291058455736,0.49701415331381443,0.5941061058186017,0.6170238947020568
203,0.02412868632707775,0.016696405811878666,0.010775537257424788,0.3886707751543986,0.5444763248636866,0.5963784674744363
204,0.07506702412868632,0.007774662248279378,0.0036717404180915446,0.5683913634276277,0.4602125987936087,0.5006503291946958
205,0.07506702412868632,0.008029569207239358,0.009262201908642638,0.5683913634276277,0.46375286416820166,0.5829102410870992
206,0.5067024128686327,0.0034412439459597247,0.002046057656849104,0.885684928468213,0.37157076902955266,0.4487973431352517
207,0.1554959785522788,0.001401988274279888,0.0005330791931128895,0.6882784240486782,0.2770894379408392,0.33056703380831376
208,0.05630026809651474,0.0001274534794799898,0.002624711070327874,0.5217604639400126,0.07729214402803361,0.47086406605025183
209,0.20911528150134048,0.0019118021921998472,0.0008937472205346516,0.7375521925258425,0.30916857611213444,0.3757320866636686
210,0.1581769436997319,0.01274534794799898,0.005623651799823034,0.6911154248283737,0.514627440893959,0.5385287961974912
211,0.2064343163538874,0.007519755289319399,0.0040081759508943295,0.7354018758931627,0.45655623867361084,0.5084358670995093
212,0.058981233243967826,0.01338261534539893,0.007479561104198049,0.5292638135742795,0.5200153967832521,0.5638910898238678
213,0.13672922252010725,0.008157022686719348,0.004245397440927227,0.6669603497380772,0.46548172039438906,0.513543302254367
214,0.19571045576407506,0.002294162630639816,0.00249923028817718,0.726515741451028,0.3283314251897283,0.4665212205346761
215,0.15013404825737264,0.01937292888095845,0.01192220891001347,0.682457241228345,0.5609390664047006,0.6053794855971621
216,0.7426273458445041,0.002421616110119806,0.0011129460157478382,0.9499287853415525,0.33405108878883893,0.3950193867459468
217,0.002680965147453083,0.01325516186591894,0.008163531294732195,0.11700156175944479,0.5189584315910291,0.5716755098184401
218,0.2520107238605898,0.003951057863879684,0.002532277843430747,0.7686833667087681,0.3864607201401681,0.46768567162966496
219,0.07506702412868632,0.0052255926586795825,0.0012554502145896247,0.5683913634276277,0.416783774886291,0.40563595174904815
220,0.05630026809651474,0.0012745347947998981,0.0006194096857245303,0.5217604639400126,0.26738688692284746,0.34363813520945957
221,0.040214477211796246,0.011343359673719093,0.012981657857375673,0.46800624703777916,0.5017692445303492,0.612958042094871
222,0.03753351206434316,0.011598266632679072,0.004766770804533453,0.45711230130948416,0.5042200902833593,0.5238351195032442
223,0.002680965147453083,0.05939332143767525,0.048843001878607184,0.11700156175944479,0.6853709854863597,0.730973846817315
224,0.6193029490616622,0.0012745347947998981,0.0006293667785061127,0.9193960487059621,0.26738688692284746,0.3450294469722468
225,0.7372654155495979,0.002166709151159827,0.0010754730859246786,0.9487100250076995,0.32230244379757744,0.39200411042798816
226,0.28150134048257375,0.004715778740759622,0.002274713905779564,0.7871772005772081,0.40562356921776194,0.45817984697376773
227,0.5656836461126006,0.010833545755799133,0.009564769050586208,0.9041787623366528,0.4966997809827106,0.5857707264460503
228,0.058981233243967826,0.037343869487637016,0.023614119899885176,0.5292638135742795,0.6337702558597764,0.6662345455540077
229,0.026809651474530828,0.029186846800917668,0.0159698206584836,0.40475890218056787,0.6063947469880975,0.6314021121093061
230,0.00804289544235925,0.0050981391791995925,0.0027933749430366856,0.23400312351888958,0.41409668117862114,0.4763867864549762
231,0.02412868632707775,0.008029569207239358,0.004522197482554299,0.3886707751543986,0.46375286416820166,0.5191548602100864
232,0.15013404825737264,0.003823604384399694,0.0022724655299901746,0.682457241228345,0.38292045476557507,0.45809223649549463
233,0.1554959785522788,0.01274534794799898,0.007709537827798468,0.6882784240486782,0.514627440893959,0.5665850950392035
234,0.2386058981233244,0.01274534794799898,0.006015047629699787,0.7595569509834593,0.514627440893959,0.5445109184468344
235,0.1769436997319035,0.04957940351771604,0.021477877391928336,0.7097419090556455,0.6652790143071947,0.6577896100867924
236,0.08579088471849866,0.004843232220239612,0.0023837779758172552,0.5902019900950982,0.4085200695463893,0.46232943287497746
237,0.6380697050938338,0.0026765230690797863,0.001721435019066762,0.924413755787107,0.3446790309508811,0.4335113735408879
238,0.06166219839142091,0.00662758093295947,0.004178517183319035,0.5364477731928649,0.44272325275521857,0.5121327362008341
239,0.30563002680965146,0.0011470813153199083,0.0006500661111703341,0.8009330269692333,0.25675894476080535,0.34785407587035816
240,0.064343163538874,0.005862860056079531,0.0036027902272169313,0.5433384267899074,0.42932608154037777,0.4989671649432657
241,0.34048257372654156,0.0029314300280397654,0.0119231368111329,0.8190109323161135,0.3543815819688728,0.605386413295768
242,0.34584450402144773,0.003823604384399694,0.0016922061338046975,0.8216280013735859,0.38292045476557507,0.43199714668875805
243,0.08847184986595175,0.009176650522559266,0.0063219687692037604,0.5952410978194321,0.4784248113132139,0.5489362192960707
244,0.010723860589812333,0.005607953097119552,0.004793751314006128,0.2716692133949537,0.4244771005023156,0.5243366919002057
245,0.05630026809651474,0.015294417537598777,0.013272804677849326,0.5217604639400126,0.5347737738456949,0.614932565478403
246,0.4128686327077748,0.0025490695895997962,0.001121689699373242,0.8513179189730973,0.33949163085825734,0.395708510056562
